[1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 1576.8539, 8661.662, 8431.568, 8050.306, 8009.0146, 7968.1895, 7891.2627, 7774.0312, 7625.375, 7459.6733]
[2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 2675.7905, 6419.2983, 6346.818, 4690.0273, 4015.404, 3966.2183, 3958.2156, 3955.837, 3954.8625, 3954.3774]
[1191.8042, 1191.8042, 1191.8042, 1191.8042, 1191.8042, 1191.8042, 1191.8042, 8657.273, 3974.64, 3952.9375, 3952.9766, 3953.533, 3956.9934, 3969.6714, 4001.0317, 4056.5654, 4056.5654, 4056.5654, 4056.5654]
[1627.435, 1627.435, 1627.435, 1627.435, 1627.435, 1627.435, 1627.435, 1627.435, 1627.435, 6396.2896, 6089.6997, 6089.1045, 6086.446, 6032.291, 5648.8354, 4702.8003, 3886.8438, 3512.7954, 3512.7954]
[6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 6596.9736, 4185.9785, 4484.327, 4615.4966, 4681.5654, 4715.084, 4729.3823, 4731.2637, 4724.8467, 4712.864]
[4728.0093, 4728.0093, 4728.0093, 4728.0093, 4728.0093, 4728.0093, 4728.0093, 4728.0093, 4728.0093, 4641.662, 4984.7837, 4985.334, 4985.722, 4986.4067, 4987.384, 4988.602, 4990.0015, 4991.5215, 4991.5215]
[4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4724.485, 4247.5146, 4240.069, 4234.9404, 4231.914, 4231.0396, 4232.291, 4235.4707, 4240.263, 4246.308]
[4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 4190.3984, 6607.2417, 7541.8794, 7223.542, 4967.1016, 4274.688, 4186.039, 4160.079, 4146.5503, 4137.314]
[741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 741.88556, 1590.7443, 501.63095, 736.2418, 1134.3577, 1139.962, 1148.0139, 1319.2428, 1575.2772, 1613.2958]
[78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 78.14965, 473.294, 542.6362, 2147.7324, 2219.9941, 2221.4888, 2218.3955, 2203.309, 2156.0537, 2046.3436]
[192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 192.27939, 122.13048, 72.104164, 72.11416, 72.117615, 72.119, 72.11987, 72.13092, 72.38552, 89.82404]
[1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 1746.9954, 920.8268, 1489.7468, 2488.3728, 4379.6436, 4383.335, 4384.678, 4491.2783, 4998.451, 5567.7783]
[4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 4224.626, 5327.3447, 6552.1934, 6541.1997, 6464.1553, 6394.213, 6364.05, 6327.8545, 6258.022, 6137.2646]
[3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 3260.131, 2857.746, 2972.5369, 5315.453, 6068.4136, 6547.066, 6552.6733, 6552.7383, 6552.599, 6552.3804]
[6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 6545.0186, 4183.7466, 4087.4426, 4310.6826, 4462.401, 4498.976, 4509.227, 4513.0205, 4514.733, 4515.626]
[3581.906, 3581.906, 3581.906, 3581.906, 3581.906, 3581.906, 3581.906, 3581.906, 3581.906, 4568.9565, 4666.201, 4529.6123, 4518.7734, 4517.808, 4517.635, 4517.5874, 4517.5693, 4517.5615, 4517.5615]
[8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 8472.151, 4500.539, 4516.687, 4517.436, 4517.516, 4517.5337, 4517.541, 4517.5435, 4517.5444, 4517.545]
[4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 4736.4443, 5714.5215, 6703.991, 7071.399, 7145.129, 7130.0806, 7087.774, 7043.5776, 7006.211, 6976.8887]
[4327.52, 4327.52, 4327.52, 4327.52, 4327.52, 4327.52, 4327.52, 4327.52, 4327.52, 5913.098, 7222.344, 7278.1187, 7187.903, 7025.018, 6922.108, 6877.1636, 6857.5474, 6848.1294, 6848.1294]
[2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 2514.9934, 4424.2427, 6710.9224, 7403.632, 8686.107, 8699.507, 8700.083, 8700.113, 8700.0625, 8699.973]
