worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.170,16:33:51,16:33:5,191.46895,119.91425000000001,1,0.8,8.0,89.3,9.0,13.1,32.2,306.9,0.2,0.7,1.4,8.4,1.1,5.3,0.1,1.0,1.4,3.2,938572.8,66139.2,89359.6,61808.0,724332.4,0.0,46453.2,100.0,7.7,7.7,7.3,7.7,7.3
192.168.0.170,16:34:00,16:34:0,162.54744999999994,99.68830000000001,3,1.0,5.8,83.8,8.3,64.0,67.9,1744.9,0.7,0.8,2.0,11.2,1.1,8.9,0.2,1.2,1.3,12.4,928864.4,75847.6,88302.4,53424.8,726548.8,0.0,35528.8,100.0,6.1,6.1,5.9,6.1,6.0
192.168.0.170,16:34:11,16:34:1,111.512,77.07636363636362,1,1.1,8.2,90.7,9.1,3.8,0.0,54.9,0.3,0.4,1.2,6.4,0.8,4.6,0.1,1.1,1.3,0.4,927356.0,77356.0,88307.6,53854.0,723058.8,0.0,31956.0,100.0,7.8,7.8,6.9,7.8,6.9
192.168.0.170,16:34:20,16:34:2,112.08605,80.6227,1,1.0,9.0,89.3,10.4,7.7,0.0,151.2,0.3,1.9,2.1,17.6,1.1,6.5,0.1,1.4,1.6,1.2,927553.2,77158.8,89078.4,54846.8,722032.8,0.0,32399.2,100.0,9.2,9.2,8.7,9.2,8.8
192.168.0.170,16:34:30,16:34:3,180.54649999999998,104.015,4,1.1,4.7,93.5,6.1,5.1,0.0,127.7,0.8,25.8,1.9,121.6,1.0,8.2,0.2,1.5,1.6,1.1,929485.6,75226.4,89037.6,55873.6,722524.4,0.0,33916.0,100.0,5.5,5.5,5.0,5.5,5.1
192.168.0.170,16:34:40,16:34:4,105.77025000000002,74.38679999999997,3,2.0,6.8,91.8,8.0,4.9,0.0,114.2,0.3,0.4,1.2,6.4,0.9,5.5,0.1,1.2,1.5,0.9,930969.6,73742.4,88943.6,56592.0,722657.2,0.0,35048.0,100.0,7.0,7.0,6.4,7.0,6.5
192.168.0.170,16:34:50,16:34:5,73.873,60.92880000000001,1,2.0,13.9,84.7,15.0,2.1,0.0,59.2,0.4,0.7,2.1,14.4,1.2,9.1,0.2,1.6,1.7,0.7,931472.0,73240.0,88863.2,56996.0,722669.6,0.0,35432.8,100.0,16.1,16.1,14.7,16.1,14.8
192.168.0.170,16:35:00,16:35:0,87.58560000000001,66.70330000000001,1,2.0,15.0,83.6,16.2,2.4,0.0,72.4,0.2,2.1,1.5,14.4,0.5,4.3,0.1,0.7,0.9,0.7,932245.6,72466.4,88723.6,57532.0,722761.2,0.0,36041.2,100.0,15.4,15.4,14.2,15.4,14.3
192.168.0.170,16:35:10,16:35:1,69.7128,59.467449999999985,1,2.0,14.1,83.3,15.7,5.4,0.0,170.6,0.5,24.6,2.1,117.2,0.5,8.4,0.2,1.0,0.9,1.2,933817.6,70894.4,88650.0,58398.8,722834.4,0.0,37078.8,100.0,17.3,17.3,15.6,16.8,15.2
192.168.0.170,16:35:20,16:35:2,71.0956,58.47035000000001,1,2.0,13.6,83.4,15.3,12.4,2.5,303.7,0.3,9.4,2.3,51.9,0.9,6.2,0.1,1.1,1.3,2.7,920734.4,83977.6,87082.8,49416.0,722926.0,0.0,32480.0,100.0,15.9,15.9,14.5,15.9,14.6
192.168.0.170,16:35:30,16:35:3,110.78299999999997,70.3533043478261,1,2.3,16.3,81.2,18.0,11.9,2.0,205.4,0.2,0.4,1.2,6.4,0.9,4.9,0.2,1.1,1.4,2.1,923101.6,81610.4,87181.6,50096.0,722979.2,0.0,32815.2,100.0,18.1,18.1,16.4,18.1,16.5
192.168.0.170,16:35:40,16:35:4,80.15034999999999,61.75967857142856,2,2.8,10.5,88.0,11.7,5.4,0.0,153.5,0.6,20.3,1.8,97.0,0.6,5.2,0.1,1.0,1.0,1.0,924612.0,80100.0,87187.2,51068.0,723051.2,0.0,33746.8,100.0,13.0,13.0,11.7,13.0,11.8
192.168.0.170,16:35:50,16:35:5,75.46520000000001,64.00107692307692,1,3.9,24.4,73.3,26.5,6.1,3.1,205.8,0.3,0.4,1.2,6.4,0.8,6.6,0.0,1.1,1.4,1.5,928669.6,76042.4,87233.6,52284.0,723061.6,0.0,36937.2,100.0,27.2,27.2,24.8,27.2,24.9
192.168.0.170,16:36:00,16:36:0,101.75845,69.30781250000001,3,4.8,13.0,85.1,14.4,8.9,0.0,268.2,0.8,0.4,1.2,6.4,1.0,15.5,0.2,1.8,1.9,1.6,930350.0,74362.0,87237.6,53688.0,723084.4,0.0,38900.8,100.0,14.6,14.6,13.6,14.6,13.7
