worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,CPU1User%,CPU1Idle%,CPU1Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.170,20:17:54,20:17:5,1124.119,433.3767272727273,1,1.1,32.5,48.1,38.0,0.0,43.4,0.7,26.5,930397.2,74314.8,87326.8,58620.0,654712.4,0.0,76417.6,100.0,0.0,0.0,10.6,0.0,0.0,0.0,0.0,0.0,10.6,9.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:01,20:18:0,416.0559499999999,269.7074,1,1.0,33.1,50.6,38.6,0.0,12.0,0.7,23.5,916426.0,88286.0,88079.2,58416.4,657299.2,0.0,61836.8,100.0,0.0,0.0,12.6,0.0,0.0,0.0,0.0,0.0,12.6,11.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:11,20:18:1,633.1859999999999,302.3819090909091,2,1.1,25.7,70.6,28.5,0.0,116.0,1.2,2.4,913360.8,91351.2,88062.0,58526.0,653100.0,0.0,58800.0,100.0,0.0,0.0,9.5,0.0,0.0,0.0,0.0,0.0,9.5,8.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:21,20:18:2,351.18114999999983,248.50879999999998,1,1.0,32.2,64.5,35.3,0.0,8.8,0.6,3.2,911251.6,93460.4,88127.6,59218.8,653658.0,0.0,59919.6,100.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,14.3,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:32,20:18:3,420.57779999999985,268.5487692307692,1,1.3,40.0,57.6,42.3,0.0,4.8,0.4,0.5,915352.8,89359.2,88188.8,61286.4,655870.8,0.0,60962.4,100.0,0.0,0.0,13.7,0.0,0.0,0.0,0.0,0.0,13.7,12.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:42,20:18:4,350.28685000000013,232.23269999999994,1,2.0,50.6,45.8,53.1,0.0,142.4,0.8,4.5,919707.6,85004.4,88239.6,62260.4,659307.2,0.0,62104.4,100.0,0.0,0.0,18.7,0.0,0.0,0.0,0.0,0.0,18.7,17.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:18:51,20:18:5,1006.4497999999999,340.53568421052626,4,1.9,20.9,75.7,23.3,0.0,6.0,0.8,4.6,918085.6,86626.4,88275.2,62163.6,658812.0,0.0,63162.4,100.0,0.0,0.0,9.9,0.0,0.0,0.0,0.0,0.0,9.9,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:01,20:19:0,982.2172,379.62224999999995,7,2.0,19.5,75.8,23.1,0.0,6.0,0.8,2.2,913657.6,91054.4,88280.0,61472.8,654855.6,0.0,62812.4,100.0,0.0,0.0,7.8,0.0,0.0,0.0,0.0,0.0,7.8,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:11,20:19:1,277.47615,248.2578,7,2.0,15.9,80.0,19.0,0.0,10.4,1.0,3.0,904498.0,100214.0,88245.6,60442.0,654614.0,0.0,60452.8,100.0,0.0,0.0,9.7,0.0,0.0,0.0,0.0,0.0,9.7,9.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:22,20:19:2,302.36629999999997,244.09015,4,2.0,22.3,73.5,26.2,0.0,179.4,0.8,0.5,908460.0,96252.0,88863.6,61598.4,657137.6,0.0,60478.0,100.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,7.7,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:32,20:19:3,314.78389999999996,275.54359259259263,1,2.7,77.0,20.6,79.3,0.0,6.0,0.8,1.0,911496.0,93216.0,88884.0,63060.4,658718.0,0.0,61792.4,100.0,0.0,0.0,24.3,0.0,0.0,0.0,0.0,0.0,24.3,21.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:42,20:19:4,823.9399999999997,330.7259696969697,2,3.3,60.5,35.8,64.2,0.0,11.6,0.9,0.7,911470.4,93241.6,88972.0,63706.8,656990.8,0.0,62827.2,100.0,0.0,0.0,17.7,0.0,0.0,0.0,0.0,0.0,17.7,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:19:51,20:19:5,365.205,227.26629268292686,1,4.1,86.8,11.0,89.0,0.0,24.0,0.9,0.8,912303.6,92408.4,88960.0,64033.6,657169.6,0.0,63294.0,100.0,0.0,0.0,31.6,0.0,0.0,0.0,0.0,0.0,31.6,27.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:02,20:20:0,909.7786,676.032574468085,1,4.7,97.5,0.4,99.6,0.0,174.4,0.9,0.6,919522.0,85190.0,89036.8,63799.6,663968.0,0.0,63523.6,100.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,35.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:14,20:20:1,3096.963849999999,2012.5300769230769,1,5.2,97.9,0.7,99.3,0.0,8.4,1.2,0.4,925568.0,79144.0,89268.8,63775.2,668935.2,0.0,63808.8,100.0,0.0,0.0,34.7,0.0,0.0,0.0,0.0,0.0,34.7,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:21,20:20:2,5107.4694,2359.4714528301884,2,5.3,96.9,0.7,99.3,0.0,8.8,1.1,0.4,925837.6,78874.4,89504.4,64097.2,668272.4,0.0,63842.8,100.0,0.0,0.0,37.0,0.0,0.0,0.0,0.0,0.0,37.0,33.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:31,20:20:3,2580.8770000000004,594.6237323943664,3,7.1,80.4,17.4,82.6,0.0,12.8,0.8,0.5,925890.8,78821.2,89423.6,64215.2,668130.8,0.0,64120.8,100.0,0.0,0.0,25.8,0.0,0.0,0.0,0.0,0.0,25.8,23.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:43,20:20:4,3372.8875,1381.7077096774194,1,6.2,97.4,0.6,99.4,0.0,164.4,0.9,0.6,927504.4,77207.6,89592.0,64447.6,669024.4,0.0,64467.2,100.0,0.0,0.0,38.8,0.0,0.0,0.0,0.0,0.0,38.8,32.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:20:57,20:20:5,8636.154599999998,5613.590654545455,1,5.5,98.0,0.4,99.6,0.0,8.0,0.8,0.6,933568.0,71144.0,89818.4,65423.2,672543.6,0.0,65716.0,100.0,0.0,0.0,27.4,0.0,0.0,0.0,0.0,0.0,27.4,26.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:01,20:21:0,871.564,472.22825,2,3.6,97.9,0.3,99.7,0.0,10.0,0.9,0.9,934475.6,70236.4,89864.0,65879.6,672542.8,0.0,66064.4,100.0,0.0,0.0,31.0,0.0,0.0,0.0,0.0,0.0,31.0,29.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:14,20:21:1,4980.370849999996,1904.575234375,1,6.4,96.7,0.5,99.5,0.0,6.0,1.0,2.4,938368.8,66343.2,89983.2,66291.6,676142.8,0.0,66514.8,100.0,0.0,0.0,42.9,0.0,0.0,0.0,0.0,0.0,42.9,36.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:26,20:21:2,12052.449399999996,7194.14991891892,1,3.7,98.0,0.2,99.7,0.0,8.4,0.7,5.1,939600.0,65112.0,88678.0,64443.6,689528.4,0.0,61656.4,100.0,0.0,0.0,29.7,0.0,0.0,0.0,0.0,0.0,29.7,27.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:31,20:21:3,9596.0471,3322.787736842106,2,3.8,96.5,0.3,99.7,0.0,6.0,0.6,5.1,935506.0,69206.0,88548.8,63351.2,693953.6,0.0,56530.4,100.0,0.0,0.0,32.9,0.0,0.0,0.0,0.0,0.0,32.9,30.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:41,20:21:4,6205.601450000002,1096.5185869565214,5,9.2,98.0,0.5,99.5,0.0,17.6,0.8,0.7,924056.4,80655.6,88302.0,62372.0,689494.8,0.0,52392.0,100.0,0.0,0.0,30.2,0.0,0.0,0.0,0.0,0.0,30.2,28.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:21:51,20:21:5,336.8914999999977,281.7497575757574,6,9.9,55.3,43.2,56.8,0.0,8.8,1.3,0.7,916191.6,88520.4,88296.4,62579.6,681377.2,0.0,52586.0,100.0,0.0,0.0,19.0,0.0,0.0,0.0,0.0,0.0,19.0,17.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:01,20:22:0,280.47299999999996,218.69458585858592,7,9.9,42.4,54.5,45.2,0.0,169.0,1.1,0.8,914836.4,89875.6,88331.6,62982.4,679672.0,0.0,52788.4,100.0,0.0,0.0,15.1,0.0,0.0,0.0,0.0,0.0,15.1,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:11,20:22:1,276.24,217.41124752475253,7,10.1,41.4,55.8,42.9,0.0,87.3,0.9,1.7,914872.4,89839.6,88443.2,63272.8,679180.4,0.0,53024.0,100.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,15.6,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:21,20:22:2,296.7372,222.38807070707077,7,9.9,39.7,58.3,41.7,0.0,11.2,0.4,0.4,916585.6,88126.4,89454.8,63809.2,679539.2,0.0,53316.0,100.0,0.0,0.0,15.6,0.0,0.0,0.0,0.0,0.0,15.6,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:31,20:22:3,282.659,223.37074257425738,7,10.1,41.2,56.4,43.5,0.0,11.6,0.7,0.5,917678.8,87033.2,89466.4,63771.2,680027.6,0.0,53563.6,100.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,14.8,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:41,20:22:4,269.80559999999997,204.30051515151501,5,9.9,51.2,47.0,53.0,0.0,138.8,0.8,0.6,917374.8,87337.2,89508.0,64196.0,679424.0,0.0,53750.4,100.0,0.0,0.0,18.8,0.0,0.0,0.0,0.0,0.0,18.8,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:22:51,20:22:5,263.50600000000003,207.26418269230768,4,10.4,66.0,32.2,67.8,0.0,19.6,1.4,0.7,918662.8,86049.2,89563.2,64646.4,680088.0,0.0,53889.6,100.0,0.0,0.0,22.7,0.0,0.0,0.0,0.0,0.0,22.7,20.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:01,20:23:0,304.7157,218.77453913043487,7,11.5,44.7,53.3,46.5,0.0,8.0,0.8,0.7,918306.8,86405.2,89560.0,64857.6,679586.0,0.0,54069.6,100.0,0.0,0.0,16.5,0.0,0.0,0.0,0.0,0.0,16.5,15.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:11,20:23:1,266.04075,208.21033333333335,7,12.6,50.2,47.6,52.3,0.0,6.0,0.8,0.4,919513.2,85198.8,89665.6,65092.4,680296.0,0.0,54110.4,100.0,0.0,0.0,17.6,0.0,0.0,0.0,0.0,0.0,17.6,16.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:21,20:23:2,275.4735,210.77582352941184,6,13.6,56.1,42.2,57.6,0.0,171.6,0.4,0.5,919120.0,85592.0,89617.2,65207.2,679774.0,0.0,54350.4,100.0,0.0,0.0,21.2,0.0,0.0,0.0,0.0,0.0,21.2,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:31,20:23:3,263.5249,201.3122167832168,5,14.3,71.1,27.1,72.9,0.0,14.0,1.0,0.4,920638.4,84073.6,89686.0,65503.6,680486.4,0.0,54580.4,100.0,0.0,0.0,24.4,0.0,0.0,0.0,0.0,0.0,24.4,21.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:41,20:23:4,279.8293,203.06809677419363,6,15.5,66.6,31.7,68.2,0.0,6.0,0.8,0.7,921336.8,83375.2,89784.0,66190.4,680733.6,0.0,54767.2,100.0,0.0,0.0,23.7,0.0,0.0,0.0,0.0,0.0,23.7,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,20:23:51,20:23:5,280.14259999999985,207.30230303030305,7,16.5,62.0,36.2,63.8,0.0,150.0,0.8,0.7,922083.6,82628.4,89752.0,66438.0,681300.0,0.0,54884.8,100.0,0.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,21.0,19.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
