worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.170,14:03:43,14:03:4,731.9591999999999,388.4216,1,0.5,27.3,57.8,30.9,149.3,128.9,5380.2,1.2,1.3,0.8,10.0,1.1,26.4,0.1,2.3,2.8,24.4,929468.8,75243.2,87274.4,60416.8,698417.2,0.0,71148.0,100.0,7.3,7.3,6.3,7.3,6.3
192.168.0.170,14:03:52,14:03:5,1111.08845,458.48960000000005,4,1.0,19.2,61.9,23.2,138.7,102.6,4126.2,1.7,16.4,1.9,79.6,1.3,32.5,0.1,2.2,2.8,27.9,925954.8,78757.2,88516.4,61251.6,704307.6,0.0,54218.4,100.0,5.6,5.6,5.2,5.6,5.3
192.168.0.170,14:04:01,14:04:0,310.1559499999999,255.34149999999994,2,1.0,16.9,71.2,19.8,81.3,38.0,2224.6,1.9,16.4,2.3,81.2,0.9,17.5,0.1,1.9,1.5,17.3,909984.4,94727.6,88940.4,48769.6,704340.8,0.0,40976.4,100.0,5.8,5.8,5.3,5.8,5.4
192.168.0.170,14:04:11,14:04:1,340.3995,259.7411818181818,3,1.1,15.2,81.5,17.1,24.5,0.0,543.2,1.4,0.4,1.2,6.4,0.8,24.6,0.1,1.8,1.9,5.1,917429.2,87282.8,89678.0,51066.8,703170.8,0.0,37567.2,100.0,6.0,6.0,5.6,5.5,5.2
192.168.0.170,14:04:22,14:04:2,314.948,258.615,4,1.1,9.8,86.8,11.5,13.7,0.0,282.0,1.1,0.4,1.2,6.4,1.1,5.8,0.2,1.2,0.9,3.7,906686.4,98025.6,89180.4,47994.4,702434.8,0.0,32519.6,100.0,3.0,3.0,3.1,3.0,3.1
192.168.0.170,14:04:31,14:04:3,980.0099999999998,344.68833333333333,6,1.5,18.8,76.6,21.6,14.7,0.0,422.5,1.1,25.7,1.9,120.0,0.8,16.5,0.1,1.3,1.5,4.2,914778.4,89933.6,89840.4,50199.2,706482.4,0.0,33874.8,100.0,6.1,6.1,6.1,6.1,6.2
192.168.0.170,14:04:41,14:04:4,282.6612,243.01944999999995,3,2.0,19.8,78.6,21.2,6.4,0.0,439.5,1.7,0.4,2.1,10.0,1.0,31.1,0.0,2.2,2.5,1.7,916686.0,88026.0,89810.0,51507.6,706011.6,0.0,34584.4,100.0,6.0,6.0,5.8,6.0,5.9
192.168.0.170,14:04:51,14:04:5,319.5443500000001,230.2491,2,2.0,27.0,68.3,29.2,28.4,2.1,624.6,0.6,0.4,1.2,6.4,0.8,8.4,0.0,1.4,1.6,7.0,909132.4,95579.6,89797.6,48633.6,706975.6,0.0,34626.8,100.0,10.0,10.0,9.1,10.0,9.2
192.168.0.170,14:05:01,14:05:0,283.2485500000001,235.73850000000002,1,2.0,48.5,48.9,50.6,6.8,0.0,226.6,1.3,22.9,2.9,113.6,1.0,22.1,0.3,2.1,2.4,1.6,912790.0,91922.0,89886.8,49278.0,706226.4,0.0,34668.4,100.0,15.3,15.3,14.1,15.3,14.2
192.168.0.170,14:05:11,14:05:1,335.95165000000003,252.37765,1,2.0,55.3,43.0,56.7,6.8,2.5,262.9,1.3,0.4,1.2,6.4,0.8,16.9,0.1,2.1,2.4,1.5,918040.8,86671.2,89961.2,51495.2,708602.4,0.0,36054.8,100.0,16.7,16.7,14.9,16.2,14.5
192.168.0.170,14:05:21,14:05:2,323.04634999999996,257.55218181818185,4,2.2,23.9,72.8,25.7,22.1,0.0,618.8,0.4,18.8,2.0,88.8,0.7,9.8,0.0,1.1,1.5,6.1,910160.8,94551.2,89776.8,48186.4,708817.2,0.0,31072.0,100.0,8.7,8.7,7.8,8.7,7.9
192.168.0.170,14:05:31,14:05:3,286.95450000000005,224.9034516129032,1,3.1,64.9,32.4,67.3,5.3,0.0,151.0,0.8,0.4,1.8,8.8,1.0,11.2,0.1,1.8,1.9,1.2,912718.0,91994.0,89845.6,49289.6,708605.2,0.0,32092.8,100.0,21.6,21.6,19.5,21.6,19.6
192.168.0.170,14:05:41,14:05:4,535.3674,300.5709729729729,1,3.7,86.3,11.8,88.1,7.8,0.0,283.3,1.0,0.4,1.2,6.4,0.8,11.2,0.0,1.5,1.8,1.6,916500.4,88211.6,89922.0,50544.8,710087.6,0.0,32654.0,100.0,28.7,28.7,25.5,28.7,25.6
192.168.0.170,14:05:52,14:05:5,443.72355,259.12743181818183,4,4.4,33.9,56.7,38.0,82.3,43.4,1976.6,1.0,24.8,1.7,120.4,0.6,18.9,0.0,1.5,2.2,16.4,918612.0,86100.0,89834.4,49072.4,709409.2,0.0,39835.2,100.0,10.0,10.0,8.9,10.0,8.9
192.168.0.170,14:06:01,14:06:0,343.82584999999995,256.1049038461539,7,5.2,28.6,62.1,32.0,91.3,25.2,2074.4,1.6,24.6,2.6,121.6,0.8,22.4,0.1,2.3,2.7,18.4,917625.6,87086.4,89587.2,47220.0,710505.6,0.0,39351.2,100.0,8.4,8.4,7.6,8.4,7.7
