time, response_time_p95, response_time, worker_number, request_rate,CPU0User%, CPU0Idle%, CPU0Total%, CPU1User%, CPU1Idle%, CPU1Total%,[DSK:sda]Reads, [DSK:sda]RMerge, [DSK:sda]RKBytes, [DSK:sda]WaitR, [DSK:sda]Writes, [DSK:sda]WMerge, [DSK:sda]WKBytes, [DSK:sda]WaitW, [DSK:sda]Request, [DSK:sda]QueLen, [DSK:sda]Wait, [DSK:sda]SvcTim, [DSK:sda]Util,[NUMA:0]Used, [NUMA:0]Free, [NUMA:0]Slab, [NUMA:0]Mapped, [NUMA:0]Anon, [NUMA:0]AnonH, [NUMA:0]Inactive, [NUMA:0]Hits,[TCPD]InReceives, [TCPD]InDelivers, [TCPD]OutRequests, [TCPD]InSegs, [TCPD]OutSegs
19:37:2,3422.6232,2854.4469850746273,4,6.7,94.8,4.3,95.7,95.1,3.5,96.5,0.0,0.0,0.0,0.0,1.6,3.0,21.6,0.6,5.9,0.1,0.6,1.4,0.5,3603484.4,427055.6,290812.8,264194.0,1206728.4,0.0,1118672.4,100.0,14.5,14.5,16.3,13.3,15.6
19:37:3,3370.5104,2862.8629999999994,4,6.4,94.1,4.1,95.9,94.8,4.0,96.0,0.0,0.0,0.0,0.0,0.5,1.9,11.6,0.8,7.0,0.0,0.8,1.8,0.3,3607872.0,422668.0,291087.6,264669.2,1210563.6,0.0,1118798.4,100.0,12.9,12.9,14.7,12.9,15.1
19:37:4,3541.32855,2333.062458333333,4,4.8,88.4,9.6,90.4,87.3,10.2,89.8,0.0,0.0,0.0,0.0,0.5,1.8,11.2,0.8,6.8,0.0,0.8,1.8,0.3,3607924.8,422615.2,291047.2,264978.0,1210574.8,0.0,1118798.4,100.0,15.4,15.4,17.5,15.4,18.1
19:37:5,1438.0536,1164.4245526315788,4,3.8,81.6,16.6,83.4,81.3,16.8,83.1,0.0,0.0,0.0,0.0,40.7,3.6,206.4,0.2,3.8,0.0,0.2,0.5,0.5,3606809.6,423730.4,291088.8,264349.6,1209599.2,0.0,1118800.0,100.0,11.4,11.4,12.6,11.4,13.0
19:38:0,1428.9964,1189.3829487179485,4,3.9,66.6,32.2,67.7,68.8,30.1,69.8,0.0,0.0,0.0,0.0,0.6,2.5,14.4,0.8,6.9,0.0,0.8,1.7,0.3,3605161.6,425378.4,291126.8,264364.0,1208052.0,0.0,1118808.0,100.0,7.4,7.4,8.9,7.4,9.1
19:38:1,1449.6648,1183.860243243243,4,3.7,66.8,31.7,68.1,69.0,29.5,70.5,0.0,0.0,0.0,0.0,28.3,2.2,139.6,0.6,6.5,0.0,0.6,1.2,0.4,3606630.0,423910.0,291439.6,264382.0,1209076.4,0.0,1118829.2,100.0,10.1,10.1,11.2,10.1,11.6
19:38:2,1501.5084,1202.9381025641026,4,3.9,61.4,37.4,62.3,69.0,29.6,70.4,0.0,0.0,0.0,0.0,1.8,5.1,31.2,1.3,9.7,0.3,1.3,1.9,0.6,3606653.6,423886.4,291547.2,264417.6,1209000.0,0.0,1118832.8,100.0,8.3,8.3,9.9,7.8,9.5
19:38:3,1393.245,1098.3796585365858,3,4.1,86.4,12.8,87.2,83.8,14.3,85.7,0.0,0.0,0.0,0.0,0.3,1.1,8.0,0.5,5.4,0.0,0.5,1.2,0.2,3606126.0,424414.0,291484.8,264342.8,1208898.8,0.0,1118836.4,100.0,13.1,13.1,15.2,13.1,15.8
19:38:4,1426.9752,1192.0624324324324,3,3.7,85.7,13.2,86.8,84.4,14.1,85.9,0.0,0.0,0.0,0.0,34.0,3.8,171.6,1.0,10.5,0.0,1.0,2.0,0.6,3606783.2,423756.8,291678.8,264441.2,1209427.6,0.0,1118837.2,100.0,12.1,12.1,14.3,12.1,14.7
19:38:5,1357.3735,1187.3037631578945,3,3.8,86.8,11.4,88.6,85.4,13.1,86.9,0.0,0.0,0.0,0.0,0.5,2.5,14.4,1.0,8.6,0.0,1.0,2.0,0.4,3606306.0,424234.0,291684.0,264480.0,1208647.6,0.0,1118840.0,100.0,11.7,11.7,13.5,11.7,13.9
19:39:0,1347.803,1169.5855384615388,3,3.9,86.7,11.4,88.6,85.7,13.1,86.9,0.0,0.0,0.0,0.0,25.4,3.5,135.2,1.0,10.5,0.0,1.0,2.4,0.6,3607021.6,423518.4,291766.0,264486.8,1209149.6,0.0,1118857.6,100.0,12.6,12.6,15.1,11.9,14.8
19:39:1,1866.9496,1179.1121578947368,2,3.8,94.7,4.1,95.9,94.1,4.8,95.2,0.0,0.0,0.0,0.0,0.5,1.7,11.2,1.2,7.0,0.2,1.2,2.0,0.3,3606386.4,424153.6,291914.8,264508.0,1208149.2,0.0,1119002.8,100.0,9.8,9.8,11.9,9.7,12.0
19:39:2,2009.6804,1365.3027272727272,2,3.3,95.0,3.8,96.2,94.0,4.3,95.7,0.0,0.0,0.0,0.0,29.5,5.5,160.4,1.2,9.2,0.1,1.2,2.3,0.9,3608992.4,421547.6,292196.0,264652.0,1210166.8,0.0,1119001.2,100.0,13.5,13.5,15.5,13.0,15.5
19:39:3,1864.8838,1348.625176470588,2,3.4,94.8,3.7,96.3,94.9,3.9,96.1,0.0,0.0,0.0,0.0,0.2,1.1,5.2,0.4,2.6,0.1,0.4,0.6,0.1,3608978.4,421561.6,292270.0,264550.0,1210496.8,0.0,1119001.2,100.0,12.4,12.4,14.4,12.4,14.8
19:39:4,1906.3978,1350.1437272727271,2,3.3,95.0,4.1,95.9,94.2,3.6,96.4,0.0,0.0,0.0,0.0,28.3,3.8,144.4,0.9,7.5,0.0,0.9,1.6,0.5,3607281.6,423258.4,292165.6,264569.6,1208795.2,0.0,1119012.0,100.0,12.8,12.8,14.4,12.8,14.8
19:39:5,3190.56575,2004.7291153846154,1,2.6,95.1,3.7,96.3,94.8,4.2,95.8,0.0,0.0,0.0,0.0,0.5,1.8,10.4,0.9,6.0,0.0,0.9,2.0,0.4,3606580.4,423959.6,292114.8,264577.2,1207941.2,0.0,1119023.2,100.0,9.1,9.1,9.9,9.1,9.9
19:40:0,3249.6642,2734.009176470588,1,1.7,95.0,3.9,96.1,95.2,3.7,96.3,0.0,0.0,0.0,0.0,26.5,3.0,132.0,0.8,8.1,0.1,0.8,1.8,0.4,3609773.2,420766.8,292354.4,264594.0,1210345.6,0.0,1119164.8,100.0,13.4,13.4,13.1,13.4,13.5
19:40:1,3360.8884000000003,2772.7895882352946,1,1.7,94.7,3.4,96.5,94.0,4.3,95.7,0.0,0.0,0.0,0.0,0.5,1.8,10.8,1.8,6.4,0.1,1.8,3.2,0.6,3608514.8,422025.2,292526.0,264328.4,1209062.4,0.0,1119186.4,100.0,13.9,13.9,14.8,13.9,15.4
19:40:2,3472.1958,2780.0884705882354,1,1.7,94.4,4.1,95.9,94.3,4.2,95.8,0.0,0.0,0.0,0.0,8.6,5.7,61.6,0.8,5.3,0.2,0.8,1.2,1.0,3609783.6,420756.4,292499.6,264562.4,1210329.6,0.0,1119194.4,100.0,16.3,16.3,17.4,15.8,17.4
19:40:3,3397.091,2802.8759411764704,1,1.7,94.7,3.9,96.1,95.4,3.4,96.6,0.0,0.0,0.0,0.0,31.8,3.7,166.0,0.9,9.3,0.0,0.9,1.8,0.4,3610271.2,420268.8,292622.0,264660.8,1210593.2,0.0,1119202.4,100.0,11.0,11.0,12.1,11.0,12.3
19:40:4,3473.8539499999997,2294.1901666666663,1,1.2,73.4,25.3,74.7,75.2,23.2,76.8,0.0,0.0,0.0,0.0,0.5,1.8,10.8,0.9,6.4,0.0,0.9,1.8,0.3,3609455.2,421084.8,292608.8,264674.8,1209973.2,0.0,1119202.0,100.0,13.6,13.6,14.2,12.9,13.9
19:40:5,1379.5133,1011.7293,1,1.0,53.6,46.1,53.9,46.1,53.4,46.6,0.0,0.0,0.0,0.0,0.5,1.8,10.8,1.0,6.4,0.1,1.0,1.8,0.3,3607710.4,422829.6,292684.8,264404.0,1208460.0,0.0,1119331.2,100.0,4.5,4.5,5.2,4.5,5.2
19:41:0,1351.8827999999999,957.619,1,0.9,48.3,49.3,50.6,53.0,46.3,53.7,0.0,0.0,0.0,0.0,2.9,2.1,23.2,0.8,5.5,0.2,0.8,1.0,0.2,3609482.0,421058.0,292822.4,264664.8,1209991.6,0.0,1119338.4,100.0,11.0,11.0,11.4,11.0,11.8
19:41:1,1349.646,958.9675555555556,1,0.9,50.9,46.8,53.2,47.8,51.1,48.8,0.0,0.0,0.0,0.0,40.8,3.3,200.4,0.9,9.3,0.2,0.9,1.6,0.4,3609211.2,421328.8,293030.8,264940.4,1209454.4,0.0,1119357.2,100.0,9.9,9.9,10.8,9.9,11.2
19:41:2,1281.5084,932.2195555555556,1,0.9,48.9,49.3,50.6,47.0,51.9,47.8,0.0,0.0,0.0,0.0,1.4,3.0,20.8,0.7,5.7,0.2,0.7,1.3,0.4,3608125.2,422414.8,293088.8,264761.6,1208536.4,0.0,1119360.8,100.0,11.2,11.2,11.9,10.7,11.9
19:41:3,1307.1892,967.0855555555556,1,0.9,52.0,46.3,53.6,46.7,52.3,47.5,0.0,0.0,0.0,0.0,30.8,3.8,157.2,0.4,9.0,0.1,0.4,1.5,0.6,3609554.0,420986.0,293109.2,264779.6,1209669.6,0.0,1119363.2,100.0,9.8,9.8,9.5,9.8,9.9
19:41:4,1591.3157999999999,1040.0186666666666,1,0.9,50.9,48.4,51.6,49.8,49.0,51.0,0.0,0.0,0.0,0.0,0.5,2.8,15.2,1.0,8.8,0.0,1.0,2.2,0.4,3609219.2,421320.8,293161.6,265364.0,1209700.4,0.0,1119362.4,100.0,6.8,6.8,6.8,6.8,6.8
19:41:5,1500.4106,993.1640000000001,1,0.9,52.3,45.9,53.8,53.6,44.0,56.0,0.0,0.0,0.0,0.0,28.2,3.1,138.8,1.0,8.8,0.1,1.0,1.8,0.4,3611487.6,419052.4,293578.4,264809.6,1211321.6,0.0,1119368.8,100.0,9.7,9.7,10.1,9.7,10.5
19:42:0,1433.7406,983.2304444444445,1,0.9,51.0,47.1,52.7,54.7,42.8,57.2,0.0,0.0,0.0,0.0,0.5,1.6,10.4,0.9,6.4,0.2,0.9,2.0,0.3,3612980.8,417559.2,293673.6,265305.6,1212836.8,0.0,1119377.6,100.0,12.0,12.0,12.2,12.0,12.8
19:42:1,1494.0688,1049.2875,1,1.0,51.3,47.9,52.0,48.7,50.5,49.5,0.0,0.0,0.0,0.0,0.5,1.7,10.8,1.3,5.4,0.2,1.3,1.6,0.3,3608386.0,422154.0,293615.2,265229.2,1209017.6,0.0,1119402.4,100.0,6.0,6.0,6.7,6.0,6.7
19:42:2,1316.6352,964.3220000000001,1,0.9,58.5,39.7,60.0,48.7,48.1,51.8,0.0,0.0,0.0,0.0,33.5,5.9,188.0,0.9,9.6,0.1,0.9,1.5,0.9,3610550.8,419989.2,293731.2,265084.0,1210753.6,0.0,1119402.0,100.0,11.7,11.7,12.4,11.2,12.4
19:42:3,1373.9032,957.7592222222223,1,0.9,49.9,48.6,51.3,51.6,46.3,53.7,0.0,0.0,0.0,0.0,20.2,3.5,104.2,0.9,9.1,0.1,0.9,1.6,0.3,3614386.8,416153.2,293842.4,265486.0,1213427.2,0.0,1119532.8,100.0,9.2,9.2,9.1,9.2,9.5
