timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1684265761122,214,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,337,133,38,38,http://193.225.250.30/io/1/dir_path/250,204,0,18
1684265761115,277,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,337,133,38,38,http://193.225.250.30/io/1/dir_path/250,277,0,26
1684265761123,269,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,337,133,38,38,http://193.225.250.30/io/1/dir_path/250,269,0,19
1684265761967,100,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,336,133,38,38,http://193.225.250.30/io/1/dir_path/250,100,0,6
1684265762073,75,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-4,text,true,,336,133,38,38,http://193.225.250.30/io/1/dir_path/250,75,0,5
1684265763485,90,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-7,text,true,,336,133,37,37,http://193.225.250.30/io/1/dir_path/250,90,0,8
1684265764490,81,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-9,text,true,,336,133,36,36,http://193.225.250.30/io/1/dir_path/250,81,0,5
1684265765493,80,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-11,text,true,,336,133,35,35,http://193.225.250.30/io/1/dir_path/250,80,0,6
1684265766496,93,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-13,text,true,,336,133,34,34,http://193.225.250.30/io/1/dir_path/250,93,0,4
1684265767502,233,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-15,text,true,,337,133,33,33,http://193.225.250.30/io/1/dir_path/250,233,0,13
1684265767502,236,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-1,text,true,,337,133,33,33,http://193.225.250.30/io/1/dir_path/250,236,0,13
1684265768524,169,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-18,text,true,,337,133,31,31,http://193.225.250.30/io/1/dir_path/250,169,0,6
1684265768524,169,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-19,text,true,,337,133,31,31,http://193.225.250.30/io/1/dir_path/250,169,0,7
1684265770036,84,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-21,text,true,,336,133,29,29,http://193.225.250.30/io/1/dir_path/250,84,0,6
1684265771049,68,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-23,text,true,,336,133,28,28,http://193.225.250.30/io/1/dir_path/250,67,0,6
1684265772075,121,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-25,text,true,,336,133,27,27,http://193.225.250.30/io/1/dir_path/250,120,0,6
1684265773086,101,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-26,text,true,,336,133,26,26,http://193.225.250.30/io/1/dir_path/250,101,0,6
1684265774098,110,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-29,text,true,,336,133,25,25,http://193.225.250.30/io/1/dir_path/250,110,0,6
1684265775119,84,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-31,text,true,,336,133,24,24,http://193.225.250.30/io/1/dir_path/250,84,0,7
1684265776133,91,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-33,text,true,,336,133,23,23,http://193.225.250.30/io/1/dir_path/250,91,0,5
1684265777142,90,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-35,text,true,,336,133,22,22,http://193.225.250.30/io/1/dir_path/250,90,0,5
1684265778151,87,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-37,text,true,,336,133,21,21,http://193.225.250.30/io/1/dir_path/250,87,0,5
1684265779353,82,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-16,text,true,,336,133,20,20,http://193.225.250.30/io/1/dir_path/250,82,0,6
1684265780397,86,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-3,text,true,,336,133,19,19,http://193.225.250.30/io/1/dir_path/250,86,0,10
1684265780572,191,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-8,text,true,,337,133,18,18,http://193.225.250.30/io/1/dir_path/250,191,0,8
1684265781993,125,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-10,text,true,,337,133,17,17,http://193.225.250.30/io/1/dir_path/250,125,0,10
1684265781993,193,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-12,text,true,,337,133,16,16,http://193.225.250.30/io/1/dir_path/250,192,0,6
1684265781993,198,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-14,text,true,,337,133,15,15,http://193.225.250.30/io/1/dir_path/250,198,0,9
1684265783025,75,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-20,text,true,,336,133,14,14,http://193.225.250.30/io/1/dir_path/250,75,0,6
1684265784550,156,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-24,text,true,,337,133,13,13,http://193.225.250.30/io/1/dir_path/250,156,0,6
1684265784550,158,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-27,text,true,,337,133,13,13,http://193.225.250.30/io/1/dir_path/250,157,0,6
1684265786099,82,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-30,text,true,,336,133,11,11,http://193.225.250.30/io/1/dir_path/250,82,0,6
1684265787087,80,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-22,text,true,,336,133,10,10,http://193.225.250.30/io/1/dir_path/250,80,0,5
1684265787606,148,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-28,text,true,,337,133,9,9,http://193.225.250.30/io/1/dir_path/250,148,0,6
1684265787606,148,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-36,text,true,,337,133,9,9,http://193.225.250.30/io/1/dir_path/250,148,0,6
1684265787827,81,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-17,text,true,,336,133,7,7,http://193.225.250.30/io/1/dir_path/250,81,0,6
1684265788373,149,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-5,text,true,,337,133,6,6,http://193.225.250.30/io/1/dir_path/250,149,0,6
1684265788373,151,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-32,text,true,,337,133,6,6,http://193.225.250.30/io/1/dir_path/250,151,0,6
1684265788965,242,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-6,text,true,,337,133,4,4,http://193.225.250.30/io/1/dir_path/250,242,0,6
1684265788964,252,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-2,text,true,,337,133,3,3,http://193.225.250.30/io/1/dir_path/250,252,0,7
1684265788968,276,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-38,text,true,,337,133,2,2,http://193.225.250.30/io/1/dir_path/250,275,0,6
1684265788966,287,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,337,133,1,1,http://193.225.250.30/io/1/dir_path/250,287,0,5
1684265789256,71,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,70,0,6
1684265789329,61,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,61,0,6
1684265789392,61,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,61,0,6
1684265789635,67,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,67,0,5
1684265789884,67,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,67,0,5
1684265789953,68,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,68,0,5
1684265790022,71,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,70,0,7
1684265790262,355,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,337,133,1,1,http://193.225.250.30/io/1/dir_path/250,355,0,4
1684265790620,144,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,337,133,1,1,http://193.225.250.30/io/1/dir_path/250,144,0,4
1684265790767,83,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,83,0,4
1684265790853,67,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,67,0,6
1684265790922,60,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,60,0,5
1684265791152,66,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,1,1,http://193.225.250.30/io/1/dir_path/250,66,0,7
1684265791222,63,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,2,2,http://193.225.250.30/io/1/dir_path/250,63,0,6
1684265791409,61,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-39,text,true,,336,133,2,2,http://193.225.250.30/io/1/dir_path/250,61,0,5
1684265791472,65,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-39,text,true,,336,133,2,2,http://193.225.250.30/io/1/dir_path/250,65,0,8
1684265791629,63,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-34,text,true,,336,133,2,2,http://193.225.250.30/io/1/dir_path/250,63,0,6
1684265791787,64,HTTP Request,200,,bzm - Concurrency Thread Group-ThreadStarter 1-39,text,true,,336,133,2,2,http://193.225.250.30/io/1/dir_path/250,64,0,5
