worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,CPU1User%,CPU1Idle%,CPU1Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.170,01:07:34,01:07:3,752.4712,467.401,1,0.5,30.1,49.4,34.6,0.0,50.7,0.6,31.6,930218.4,74493.6,93279.2,49103.6,694206.0,0.0,52091.2,100.0,0.0,0.0,8.9,0.0,0.0,0.0,0.0,0.0,8.9,9.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:07:41,01:07:4,548.3347999999999,304.0668,3,1.0,24.6,57.5,29.1,0.0,12.8,0.6,27.9,916232.0,88480.0,89800.0,49118.4,697608.4,0.0,40942.8,100.0,0.0,0.0,8.3,0.0,0.0,0.0,0.0,0.0,8.3,8.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:07:51,01:07:5,247.7412,220.48840000000004,2,1.0,18.7,78.1,21.5,0.0,6.0,1.4,1.4,913088.8,91623.2,88904.8,48035.6,692980.8,0.0,36779.6,100.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0.0,7.5,7.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:01,01:08:0,343.6275,231.81645454545452,4,1.1,13.2,83.9,15.9,0.0,6.0,0.8,0.7,914368.4,90343.6,88912.0,49283.2,692953.6,0.0,37226.4,100.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,6.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:11,01:08:1,257.37300000000005,217.42709090909094,3,1.1,16.6,79.0,19.4,0.0,152.8,0.7,5.1,912527.6,92184.4,88320.4,50150.8,694703.2,0.0,37071.2,100.0,0.0,0.0,7.3,0.0,0.0,0.0,0.0,0.0,7.3,7.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:21,01:08:2,266.18210000000016,224.98760000000001,2,2.0,29.2,66.9,32.8,0.0,6.4,0.8,1.2,914611.6,90100.4,89361.2,51389.6,693136.8,0.0,37071.2,100.0,0.0,0.0,13.2,0.0,0.0,0.0,0.0,0.0,13.2,13.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:32,01:08:3,255.00025000000002,212.92745000000005,2,2.0,27.4,69.0,29.6,0.0,8.8,1.0,3.0,913376.4,91335.6,88370.0,53212.8,695001.2,0.0,37142.4,100.0,0.0,0.0,9.3,0.0,0.0,0.0,0.0,0.0,9.3,9.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:41,01:08:4,238.20840000000007,193.4917,1,2.0,44.6,51.1,47.9,0.0,6.0,0.8,2.2,916128.0,88584.0,89016.8,53210.8,695344.0,0.0,37094.8,100.0,0.0,0.0,14.8,0.0,0.0,0.0,0.0,0.0,14.8,14.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:08:51,01:08:5,250.84575000000004,191.66365,1,2.0,41.5,55.3,44.4,0.0,119.2,0.8,0.8,913981.6,90730.4,88954.0,52255.2,693055.6,0.0,37403.6,100.0,0.0,0.0,17.3,0.0,0.0,0.0,0.0,0.0,17.3,17.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:09:02,01:09:0,300.78839999999985,222.6653157894737,1,1.9,49.2,47.9,52.0,0.0,6.0,0.8,0.4,919129.6,85582.4,89082.8,54110.8,697505.2,0.0,37757.2,100.0,0.0,0.0,14.3,0.0,0.0,0.0,0.0,0.0,14.3,13.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:09:12,01:09:1,497.054,246.33866666666663,1,2.1,51.3,44.8,54.4,0.0,119.9,0.8,3.8,915757.2,88954.8,89014.0,53690.0,694855.6,0.0,37856.0,100.0,0.0,0.0,16.8,0.0,0.0,0.0,0.0,0.0,16.8,16.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0
192.168.0.170,01:09:22,01:09:2,310.5541499999997,203.47523333333328,1,3.0,63.1,34.6,65.3,0.0,12.4,0.9,0.9,913159.2,91552.8,88798.8,53041.6,693728.0,0.0,37217.6,100.0,0.0,0.0,21.3,0.0,0.0,0.0,0.0,0.0,21.3,20.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0
