worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.170,09:10:51,09:10:5,100.41835,90.3235,1,0.2,3.5,94.9,4.5,4.5,0.0,85.3,0.2,0.4,1.1,6.0,0.9,4.9,0.1,1.1,1.5,1.7,905016.8,99695.2,89267.2,54064.4,667988.0,0.0,55088.8,100.0,10.4,10.4,10.4,10.4,44.4
192.168.0.170,09:11:01,09:11:0,130.53719999999993,78.7311,1,1.0,7.6,89.6,10.1,2.9,0.0,163.2,0.5,14.0,2.5,70.0,0.4,11.8,0.1,0.5,0.5,0.9,910828.8,93883.2,89255.2,55242.4,671053.2,0.0,55863.2,100.0,29.7,29.7,29.3,29.7,144.9
192.168.0.170,09:11:11,09:11:1,72.64685,65.5131,1,1.0,6.1,91.5,8.3,0.6,0.0,65.8,0.5,0.4,1.6,8.0,0.8,26.7,0.1,1.3,2.4,0.6,912033.6,92678.4,89198.0,56160.0,671030.0,0.0,56632.8,100.0,30.2,30.2,29.6,30.2,145.0
192.168.0.170,09:11:21,09:11:2,104.49950000000001,78.02918181818184,1,1.1,6.6,90.9,8.9,2.1,0.0,106.5,0.5,18.1,1.8,85.6,0.5,14.8,0.0,1.0,1.5,1.0,912358.0,92354.0,89171.6,56825.6,670548.4,0.0,57174.4,100.0,33.1,33.1,32.4,33.1,159.2
192.168.0.170,09:11:31,09:11:3,98.586,74.07454545454544,1,1.1,7.2,90.8,9.0,3.1,0.0,121.9,0.7,0.4,1.9,9.2,0.9,18.3,0.0,1.2,1.3,0.7,913692.0,91020.0,89201.2,57766.8,670477.2,0.0,58569.2,100.0,33.0,33.0,32.6,32.5,159.2
192.168.0.170,09:11:40,09:11:4,99.594,70.9005,1,1.6,7.8,89.8,10.0,2.2,0.0,92.3,0.4,18.7,2.8,95.2,1.0,14.1,0.2,1.4,1.7,0.8,915079.2,89632.8,89233.2,58562.4,670554.8,0.0,59736.8,100.0,46.0,46.0,45.6,46.0,230.0
192.168.0.170,09:11:50,09:11:5,89.52205000000001,63.84940000000002,3,2.0,5.6,92.5,7.3,1.7,0.0,109.6,0.3,0.4,1.3,6.8,0.8,9.8,0.0,1.1,1.5,0.6,914425.6,90286.4,89190.4,58758.4,668565.2,0.0,60815.6,100.0,26.9,26.9,26.8,26.9,130.8
192.168.0.170,09:12:01,09:12:0,78.43769999999999,60.335699999999996,2,2.0,7.0,90.5,9.1,2.3,0.0,45.5,0.2,19.9,1.7,93.8,0.9,3.8,0.1,1.0,1.2,1.1,914035.6,90676.4,89124.4,59440.4,669093.6,0.0,60964.0,100.0,31.2,31.2,31.1,31.2,158.1
192.168.0.170,09:12:11,09:12:1,88.51785000000007,74.75554999999999,3,2.0,4.1,92.7,5.8,10.2,0.0,239.6,0.6,0.5,2.0,10.0,0.8,10.3,0.1,1.4,2.0,3.3,904564.8,100147.2,87925.2,58366.4,670473.6,0.0,55114.8,100.0,18.8,18.8,18.4,18.8,87.9
192.168.0.170,09:12:21,09:12:2,83.2368,66.10979999999999,4,2.0,5.2,91.0,7.8,8.9,3.1,162.0,0.8,0.2,1.1,5.2,0.4,8.6,0.1,1.2,2.5,3.2,906198.4,98513.6,88355.6,58764.4,670534.8,0.0,55959.2,100.0,16.5,16.5,15.9,16.5,73.7
