worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.6,23:20:20,23:20:2,18.6156,12.249307692307692,1,3.9,1.7,97.4,2.4,1.0,0.0,11.6,0.3,0.6,1.3,9.6,0.9,6.4,0.1,1.0,1.7,0.4,1905770.8,129597.2,144324.4,100691.6,969684.8,2048.0,384886.4,100.0,23.9,23.9,22.4,23.9,22.4
192.168.0.6,23:20:30,23:20:3,20.549500000000002,8.780406250000002,1,9.6,7.6,89.1,10.7,0.0,0.0,0.0,0.0,16.0,2.9,86.5,0.9,8.5,0.0,0.9,1.6,0.3,1910631.2,124736.8,144396.0,100744.0,973856.4,2048.0,385016.4,100.0,63.5,63.5,58.8,63.5,58.9
192.168.0.6,23:20:40,23:20:4,21.99379999999999,8.125729999999999,4,10.0,6.6,91.2,8.7,0.0,0.0,0.0,0.0,0.5,2.0,11.6,0.9,6.8,0.1,0.9,1.6,0.2,1910925.6,124442.4,144454.4,100752.0,973706.4,2048.0,385008.0,100.0,33.6,33.6,31.4,33.1,31.0
192.168.0.6,23:20:50,23:20:5,23.196099999999987,9.876545454545449,7,9.9,4.9,92.8,7.0,0.0,0.0,0.0,0.0,0.5,1.9,11.2,0.9,6.6,0.0,0.9,1.6,0.2,1909504.8,125863.2,144413.6,100764.0,972645.6,2048.0,385004.4,100.0,12.4,12.4,11.5,12.4,11.6
192.168.0.6,23:21:00,23:21:0,19.61555,9.209940000000003,6,10.0,5.2,92.6,7.0,0.0,0.0,0.0,0.0,1.9,3.6,26.4,0.8,7.4,0.2,0.8,1.7,0.5,1910960.8,124407.2,144464.4,100772.0,973852.0,2048.0,385008.0,100.0,15.3,15.3,14.5,15.3,14.6
192.168.0.6,23:21:10,23:21:1,16.224799999999995,10.985500000000002,8,10.0,6.1,91.7,8.0,0.0,0.0,0.0,0.0,27.6,3.8,144.0,0.6,6.5,0.0,0.6,1.2,0.5,1910781.6,124586.4,144489.2,100780.0,973650.4,2048.0,385028.8,100.0,15.8,15.8,15.3,15.8,15.4
192.168.0.6,23:21:20,23:21:2,29.350749999999998,16.887439999999998,8,10.0,6.9,90.9,8.9,0.3,0.0,1.2,0.3,0.5,1.9,11.2,0.8,7.0,0.1,1.1,2.3,0.4,1910989.6,124378.4,144552.0,100804.0,973880.8,2048.0,385020.4,100.0,11.8,11.8,11.4,11.8,11.5
192.168.0.6,23:21:30,23:21:3,36.9101,26.703940000000003,8,10.0,7.1,90.7,9.1,0.0,0.0,0.0,0.0,20.5,4.0,111.6,1.0,10.1,0.2,1.0,2.0,0.4,1911084.0,124284.0,144513.6,100808.0,973884.0,2048.0,385020.8,100.0,9.8,9.8,9.3,9.8,9.4
192.168.0.6,23:21:40,23:21:4,59.40859999999999,39.62793684210527,6,9.5,11.0,85.4,13.1,0.0,0.0,0.0,0.0,15.0,2.7,78.6,1.4,4.9,0.2,1.4,1.9,1.2,1911004.0,124364.0,144576.8,101544.0,973856.8,2048.0,385015.2,100.0,13.0,13.0,12.5,12.5,12.1
192.168.0.6,23:21:50,23:21:5,154.07495,90.68005681818178,5,8.8,18.8,78.9,21.0,0.0,0.0,0.0,0.0,0.9,2.6,15.6,0.8,6.1,0.1,0.8,1.8,0.4,1911116.0,124252.0,144622.0,101824.0,973907.2,2048.0,385012.4,100.0,12.8,12.8,12.4,12.8,12.5
