time, response_time_p95, response_time, worker_number, request_rate,CPU0User%, CPU0Idle%, CPU0Total%, CPU1User%, CPU1Idle%, CPU1Total%,[DSK:sda]Reads, [DSK:sda]RMerge, [DSK:sda]RKBytes, [DSK:sda]WaitR, [DSK:sda]Writes, [DSK:sda]WMerge, [DSK:sda]WKBytes, [DSK:sda]WaitW, [DSK:sda]Request, [DSK:sda]QueLen, [DSK:sda]Wait, [DSK:sda]SvcTim, [DSK:sda]Util,[NUMA:0]Used, [NUMA:0]Free, [NUMA:0]Slab, [NUMA:0]Mapped, [NUMA:0]Anon, [NUMA:0]AnonH, [NUMA:0]Inactive, [NUMA:0]Hits,[TCPD]InReceives, [TCPD]InDelivers, [TCPD]OutRequests, [TCPD]InSegs, [TCPD]OutSegs
15:04:4,2299.79195,860.5431764705883,1,6.8,80.1,18.0,82.0,80.6,17.5,82.4,0.0,0.0,0.0,0.0,0.5,1.5,10.0,0.9,6.2,0.2,0.9,2.0,0.3,3575006.8,455533.2,219762.8,230795.6,1232452.4,0.0,1136870.0,100.0,35.0,35.0,34.7,35.0,34.6
15:04:5,2949.97715,1479.373516393443,2,12.2,83.4,15.0,85.0,83.7,14.6,85.4,0.0,0.0,0.0,0.0,0.4,0.8,4.8,0.8,2.4,0.0,0.8,1.2,0.2,3561210.0,469330.0,215407.6,224834.8,1216676.8,0.0,1058562.0,100.0,28.9,28.9,28.7,28.9,28.4
15:05:0,1532.9616999999998,669.3489021739132,3,18.4,71.6,26.7,73.3,72.1,26.9,73.1,0.0,0.0,0.0,0.0,0.5,0.7,6.0,0.8,3.8,0.2,0.8,1.6,0.2,3500806.4,529733.6,180892.0,229126.4,1221143.2,0.0,1222702.0,100.0,24.4,24.4,27.0,24.4,27.0
15:05:1,285.8716,179.64090909090913,4,19.8,72.9,25.7,74.2,72.9,24.6,75.4,0.0,0.0,0.0,0.0,3.5,3.0,30.8,0.8,6.8,0.1,0.8,1.2,0.5,3452529.2,578002.8,209149.2,232623.6,1217169.2,0.0,1090541.6,100.0,21.4,21.4,24.1,21.4,23.8
15:05:2,318.9138,211.46792929292926,3,19.8,84.0,13.7,86.3,85.0,13.4,86.6,0.0,0.0,0.0,0.0,14.0,2.1,74.4,0.7,6.1,0.0,0.7,1.2,0.3,3455374.0,575158.0,209219.2,232646.0,1219428.0,0.0,1090547.6,100.0,22.0,22.0,27.5,22.0,27.6
15:05:3,335.98249999999996,212.5772307692308,3,19.5,84.7,13.9,86.1,84.4,13.4,86.6,0.0,0.0,0.0,0.0,0.5,2.2,12.4,1.1,7.2,0.2,1.1,1.8,0.3,3456784.4,573747.6,209438.0,232656.8,1220454.0,0.0,1090654.0,100.0,20.6,20.6,28.0,20.6,27.9
15:05:4,412.19244999999984,215.88982,3,20.0,82.7,15.0,85.0,84.8,13.6,86.4,0.0,0.0,0.0,0.0,1.8,2.3,18.0,0.6,7.1,0.1,0.6,1.3,0.3,3455990.0,574542.0,209459.6,232659.2,1219634.4,0.0,1090668.0,100.0,18.5,18.5,25.7,18.5,25.6
15:05:5,430.48749999999995,243.6136479591838,3,19.6,86.1,11.1,88.9,86.7,12.1,87.9,0.0,0.0,0.0,0.0,21.7,4.6,121.6,0.3,3.9,0.1,0.3,0.7,0.5,3455767.6,574764.4,209328.0,232660.0,1219648.0,0.0,1090677.2,100.0,22.6,22.6,29.9,22.1,29.6
15:06:0,438.48179999999996,256.31116000000003,3,20.0,86.4,12.2,87.8,87.8,10.4,89.6,0.0,0.0,0.0,0.0,0.5,1.9,11.2,0.9,6.6,0.0,0.9,2.0,0.4,3456250.0,574282.0,209462.4,232671.2,1219681.2,0.0,1090922.0,100.0,19.9,19.9,27.3,19.9,27.4
15:06:1,426.9702,250.67815228426397,3,19.7,87.8,9.4,90.6,87.2,11.2,88.8,0.0,0.0,0.0,0.0,0.5,1.9,11.2,0.8,6.6,0.0,0.8,2.0,0.4,3456624.0,573908.0,209375.2,233031.2,1219935.2,0.0,1090948.8,100.0,22.3,22.3,28.2,22.3,28.1
