worker_give_metrics,write_to_csv_time,time,response_time_p95,response_time,worker_number,request_rate,CPU0User%,CPU0Idle%,CPU0Total%,[DSK:sda]Reads,[DSK:sda]RMerge,[DSK:sda]RKBytes,[DSK:sda]WaitR,[DSK:sda]Writes,[DSK:sda]WMerge,[DSK:sda]WKBytes,[DSK:sda]WaitW,[DSK:sda]Request,[DSK:sda]QueLen,[DSK:sda]Wait,[DSK:sda]SvcTim,[DSK:sda]Util,[NUMA:0]Used,[NUMA:0]Free,[NUMA:0]Slab,[NUMA:0]Mapped,[NUMA:0]Anon,[NUMA:0]AnonH,[NUMA:0]Inactive,[NUMA:0]Hits,[TCPD]InReceives,[TCPD]InDelivers,[TCPD]OutRequests,[TCPD]InSegs,[TCPD]OutSegs
192.168.0.6,06:53:22,06:53:2,64.54159999999999,34.848263157894735,1,1.9,9.2,82.3,12.4,32.0,0.0,563.0,0.4,3.1,3.5,29.6,1.1,8.3,0.1,1.2,2.1,9.6,1835507.2,199860.8,142265.6,105389.6,975785.2,2048.0,345929.2,100.0,20.9,20.9,20.2,20.9,20.2
192.168.0.6,06:53:30,06:53:3,51.54764999999999,23.90911363636362,1,8.8,15.0,74.5,19.7,36.3,0.0,676.3,0.6,1.7,3.5,22.4,1.2,11.2,0.1,1.2,1.9,10.5,1845080.8,190287.2,142488.8,105396.0,978940.0,2048.0,347234.0,100.0,53.6,53.6,52.2,53.6,52.3
192.168.0.6,06:53:40,06:53:4,42.326,23.453980198019796,3,10.1,9.5,88.0,11.8,0.0,0.0,0.0,0.0,0.8,2.6,19.2,1.0,11.4,0.2,1.0,2.2,0.2,1843024.0,192344.0,142404.8,104144.0,976289.6,2048.0,342557.6,100.0,26.1,26.1,25.4,25.6,25.0
192.168.0.6,06:53:50,06:53:5,26.3887,20.31948484848485,2,9.9,13.3,84.4,15.5,0.0,0.0,0.0,0.0,0.8,2.1,13.6,1.0,7.8,0.2,1.0,1.7,0.2,1841949.6,193418.4,142414.8,104156.0,975278.4,2048.0,342531.6,100.0,30.6,30.6,29.6,30.6,29.7
192.168.0.6,06:54:00,06:54:0,55.0384,32.38693,4,10.0,10.0,87.0,12.7,0.3,0.0,1.2,0.3,25.1,2.7,130.6,1.0,6.5,0.0,1.3,1.5,0.5,1842447.2,192920.8,142498.8,104168.0,975758.4,2048.0,342485.6,100.0,17.5,17.5,17.4,17.5,17.5
192.168.0.6,06:54:10,06:54:1,88.31805,54.34237999999998,7,10.0,10.5,87.5,12.4,0.0,0.0,0.0,0.0,0.6,2.1,14.0,0.9,7.0,0.0,0.9,2.2,0.5,1843373.6,191994.4,142501.6,104180.0,976484.0,2048.0,342500.0,100.0,18.1,18.1,17.8,18.1,17.9
192.168.0.6,06:54:20,06:54:2,95.57504999999999,71.11652,8,10.0,12.8,85.2,14.3,0.3,0.0,1.2,0.3,2.1,4.0,25.6,0.9,4.6,0.1,1.0,1.3,0.7,1843490.4,191877.6,142502.4,104192.0,976591.2,2048.0,342435.6,100.0,10.7,10.7,10.6,10.7,10.7
192.168.0.6,06:54:30,06:54:3,145.19749999999996,115.96816999999999,5,10.0,24.8,73.1,26.8,0.0,0.0,0.0,0.0,3.1,2.0,20.4,1.1,4.8,0.2,1.1,1.2,0.2,1843509.6,191858.4,142593.6,104204.0,976575.2,2048.0,342428.4,100.0,15.4,15.4,14.9,15.4,15.0
192.168.0.6,06:54:41,06:54:4,211.3986,145.8437575757576,2,9.9,70.8,27.4,72.6,0.1,0.0,0.4,0.2,0.6,2.7,15.6,1.0,8.8,0.1,1.0,2.1,0.3,1845627.6,189740.4,142625.2,104922.4,978467.6,2048.0,342420.0,100.0,28.1,28.1,27.8,27.6,27.3
192.168.0.6,06:54:57,06:54:5,3437.7727,1866.927363636364,1,5.5,97.2,0.7,99.3,0.0,0.0,0.0,0.0,2.8,1.4,18.4,1.0,6.2,0.2,1.0,2.0,0.2,1847757.2,187610.8,143639.2,105146.8,977744.4,2048.0,342390.4,100.0,24.5,24.5,22.6,24.5,22.6
